identifier 1,abstract,abstract 2,collection,collection_identifier,date_range_end,date_qualifier,date_single/start,date_text,digital_origin,filename 1,filename 2,form,identifier 2,internet_media_type,item_type,language,language_of_cataloging,name 1,name_role 1,name 2,name_role 2,name 3,name_role 3,note,note_2,place_of_origin,repository,series_title,title2,title2_part,project_url,project,rights,subject_topical 1 1,subject_topical 1 2,subject_topical 2 1,subject_topical 2 2,subject_topical 3,subject_name 1,subject_name 2,subject_geographic,subject_geographic 2 1,subject_geographic 2 2,subject_geographic 3 1,subject_geographic 3 2,subject_geographic 4 1,subject_geographic 4 2,subject_geographic 5 1,subject_geographic 5 2,genre,title,title_intial_article
0012_003589_000296_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_14.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 13,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,Bullhead,Bullhead | DOTS,U.S. 441,U.S. 441 | DOTS,,,Souvenir postcard folders,Newfound Gap Highway and Bullhead Mountain Great Smoky Mountains National Park.,
0012_003589_000297_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_15.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 14,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,Laura Spelman Rockefeller Memorial | http://id.loc.gov/authorities/names/n89601522,Laura Spelman Rockefeller Memorial | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Newfound Gap | Coordinates: 35.61121N, 83.42488W",Newfound Gap | DOTS,,,,,,,Souvenir postcard folders,"Newfound Gap Parking Area and Laura Spelman Rockefeller Memorial, Great Smoky Mountains National Park.",
0012_003589_000298_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_16.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 15,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Sawmills | http://id.loc.gov/authorities/subjects/sh85117790,Sawmills | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,"""The Old Mill,"" in the Heart of the Mountains",
0012_003589_000299_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_17.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 16,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Rhododendrons | http://id.loc.gov/authorities/subjects/sh85113765,Rhododendrons | DOTS,Landscapes | http://id.loc.gov/authorities/subjects/sh85074392,Scenery and landscapes | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,Rhododendrons in Full Bloom in the Heart of the Mountains,
0012_003589_000300_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_18.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 17,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Sawteeth | Coordinates: 35.64343N, 83.36238W",The Sawteeth | DOTS,"Mount Chapman | Coordinates: 35.68676N, 83.27099W",Mount Chapman | DOTS,"Mount Guyot | Coordinates: 35.7051N, 83.25737W",Mount Guyot | DOTS,The Jump-Off,DOTS: The Jump-Off,Souvenir postcard folders," Sawteeth, Mt. Guyot, and Mt. Chapman from the Jumpoff, Great Smoky Mountains National Park",The 
0012_003589_000301_0000,Image in a souvenir folder.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_19.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 18,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Log cabins | http://id.loc.gov/authorities/subjects/sh85078077,Cabins | DOTS,Handicraft | http://id.loc.gov/authorities/subjects/sh85058715,Handicrafts | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders,Spinning at a cabin in the Heart of the Mountains,
0012_003589_000304_0000,Inside text inside a souvenir folder that describes the Great Smoky Mountains National Park.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_03.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 19,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Tourism--Marketing | http://id.loc.gov/authorities/subjects/sh2008112936,Tourism -- Promotion | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,Souvenir postcard folders, Great Smoky Mountains National Park Tennessee -- North Carolina,The 
0012_003589_000302_0000,Image in a souvenir folder showing the road going to Clingmans Dome.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_20.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 20,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Roads | http://id.loc.gov/authorities/subjects/sh85114487,Roads | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome Road | Coordinates: 35.56529N, 83.49296W",Clingmans Dome Road | DOTS,,,,,,,Souvenir postcard folders," Skyway along the Top of the Great Smokies, Great Smoky Mountains National Park",The 
0012_003589_000303_0000,Image in a souvenir folder showing the original wooden observation tower on Clingmans Dome.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1949,approximate,1940,Circa 1940s,reformatted digital,gsmrc-post_42_21.jp2,,postcards | http://vocab.getty.edu/aat/300026816,,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,,,"University of Tennessee, Knoxville. Special Collections",Great Smoky Mountains National Park Tenn. N.C.,Great Smoky Mountains National Park Tenn. N.C.,Postcard 21,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Watchtowers | http://id.loc.gov/authorities/subjects/sh00004969,Observation towers | DOTS,,,,Civilian Conservation Corps (U.S.) | http://id.loc.gov/authorities/names/n79099497,Civilian Conservation Corps | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh2013001541 | Coordinates: 35.56287N, 83.4985W",Clingmans Dome | DOTS,,,,,,,Souvenir postcard folders,"Observation Tower atop Clingman's Dome, Elevation 8642 feet, Great Smoky Mountains National Park",
0012_003589_000305_0001,Unused postcard with black and white photographic image.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_43_01.jp2,gsmrc-post_43_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000305_0002,image/jp2,still image,eng,eng,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,Eastern Band of Cherokee Indians | http://id.loc.gov/authorities/names/n50024398,Eastern Band of the Cherokee | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Qualla Boundary | Coordinates: 35.5N, 83.2667W",Qualla Boundary | DOTS,,,,,,,,"Cherokee, Cherokee Indian Reservation.  Easter Entrance to Great Smoky Mtn. National Park.",
0012_003589_000306_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_44_01.jp2,gsmrc-post_44_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000306_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Roads | http://id.loc.gov/authorities/subjects/sh85114487,Roads | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Sevier County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82218811 | Coordinates: 35.78466N, 83.52418W",Sevier County | DOTS,Chapman Highway,,,,,,,"Chapman Highway Approaching Sevierville, Tenn. from Knoxville. Great Smoky Mountains National Park in Background.",
0012_003589_000307_0001,Unused postcard with black and white photographic image.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_45_01.jp2,gsmrc-post_45_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000307_0002,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,Newfound Gap Road,Newfound Gap Road/U.S. 441 | DOTS,,,,,,Newfound Gap Highway and Chimney Tops.  Great Smoky Mountains National Park.,
0012_003589_000308_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_46_01.jp2,gsmrc-post_46_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000308_0002,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Gatlinburg (Tenn.) | URI: http://id.loc.gov/authorities/names/n80040520 | Gatlinburg | Coordinates: 35.71453N, 83.51189W",,,,,,,,,"View of Gatlinburg, Tenn., at the Entrance to the Great Smoky Mountains National Park",
0012_003589_000309_0001,Unused postcard with black and white photographic image.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_47_01.jp2,gsmrc-post_47_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000309_0002,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,U.S. 441,,,,,,, Newfound Gap Highway from the Chimney Tops Great Smoky MT'S. National Park.,The 
0012_003589_000310_0001,,"Near the Alum Cave Bluff, on the south side of majestic Mt. LeConte, is the thin, leaning ridge with jagged points known as Duck Hawk Peaks.  Under the over-hanging left side of the spectacular point a pair of duck hawks - a favorite falcon - has nested for many years.  It takes a venturesome hiker or bird lover to scale the steep face of these peaks.  Through these narrow ridges are holes or ""windows.""","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_48_01.jp2,gsmrc-post_48_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000310_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Peregrine Peak | Coordinates: 35.64009N, 83.44488W",Peregrine Peak | DOTS,"LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426N, 83.43683W",Mount Le Conte | DOTS,Duck Hawk Peak,,,,,Duck Hawk on the Side of Mount LeConte.  Great Smoky Mountains National Park,
0012_003589_000311_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_49_01.jp2,gsmrc-post_49_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000311_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,,,,,,,,Chimney Tops at Sunset.  The Great Smoky Mountains.  National Park.,
0012_003589_000312_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_50_01.jp2,gsmrc-post_50_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000312_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426N, 83.43683W",Mount Le Conte | DOTS,,,,,,,,Mount Le Conte.  Altitude 6600 Feet.  The Great Smoky Mountains.  National Park.,
0012_003589_000313_0001,,"One of the greatest of Nature's displays is the Great Smoky Mountains National Park, the largest national park in Eastern America.  This park straddles the high ridge of the Great Smoky Mountains range which forms the boundary between North Carolina and Tennessee.  Within its borders there are many  mountain peaks over a mile high, deep ravines, precipitous cliffs, waterfalls and numerous mountain streams.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_51_01.jp2,gsmrc-post_51_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000313_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,Jim Thompson Co.,Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Waterfalls | http://id.loc.gov/authorities/subjects/sh85145720,Waterfalls | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Dome Falls,Dome Fall | DOTS,,,,,,,,Dome Falls. The Great Smoky Mountains National Park.,
0012_003589_000314_0001,,"Clingmans Dome Parking Area, end of the Skyway, is the highest point on the highest highway in the East.  Trails lead from here to Clingmans Dome Observation Tower, altitude 6643 ft., highest point in the park; Andrews Bald, and points west along Appalachian Trail.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_52_01.jp2,gsmrc-post_52_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000314_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Fisher, Elliot Lyman",Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Automobiles | http://id.loc.gov/authorities/subjects/sh85010201,Automobiles | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome Road | Coordinates: 35.56529N, 83.49296W",Clingmans Dome Road | DOTS,,,,,,,,"Clingman's Dome Parking Area, Alt. 6311 Feet, Great Smoky Mountains National Park.",
0012_003589_000315_0001,,"The Chimney Tops, classed among the sharpest promontories in the Great Smokies, are on the side of Sugarland mountains.  The new Indian Gap Highway passes at the base of the Chimneys.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_53_01.jp2,gsmrc-post_53_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000315_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,,,,,,,," Chimney Tops.  Great Smoky Mountains National Park, Tenn. -- N.C.",The 
0012_003589_000316_0001,Unused postcard depicting a hairpin turn.,Here the road makes a complete horse shoe turn as it leaves the stream for its final climb to the top of the mountain.  Wide sweeping curves afford comfortable and safe motoring in all the seasons of the year.,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_54_01.jp2,gsmrc-post_54_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000316_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Thompsons (Knoxville, Tenn.)",Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,U.S. 441,,,,,,," Road Turn at Walker Prong, Great Smoky Mountains National Park",The 
0012_003589_000317_0001,,The Loop is one of the striking engineering features of the Newfound Gap Highway.  From here the finest views may be had of the towering Chimney Tops.,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_55_01.jp2,gsmrc-post_55_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000317_0002,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,"Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,U.S. 441,U.S. 441 | DOTS,,,,"View of the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park",
0012_003589_000318_0001,,The ruggedness of Chimney Tops cannot be appreciated until one climbs to the top.  Here we see the highway winding its way through the valley. Flowering shrubs grow from every crevice and during the flowering season when the Rhododendron and Allegheny Myrtle are in bloom it is a gorgeous sight.,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_56_01.jp2,gsmrc-post_56_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000318_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,Newfound Gap Road,Newfound Gap Road/U.S. 441 | DOTS,,,,,,Overlooking Newfound Gap Highway from Chimney Tops in the Great Smoky Mountains National Park,
